0.0	9.313225746154786e-14
5.0e-5	-2.3283064365386964e-14
0.0001	-6.20881716410319e-14
0.00015	-1.862645149230957e-13
0.0002	-1.7074247201283773e-13
0.00025	3.104408582051595e-14
0.0003	1.862645149230957e-13
0.00035	2.017865578333537e-13
0.0004	6.20881716410319e-14
0.00045	0.0
0.0005	-1.0865430037180583e-13
0.00055	-1.0865430037180583e-13
0.0006	-9.313225746154786e-14
0.00065	3.104408582051595e-14
0.0007	-1.5522042910257976e-14
0.00075	-7.761021455128988e-15
0.0008	-7.761021455128989e-14
0.00085	-5.432715018590291e-14
0.0009	1.5522042910257976e-14
0.00095	1.241763432820638e-13
0.001	-4.656612873077393e-14
0.00105	-4.656612873077393e-14
0.0011	0.0
0.00115	-6.20881716410319e-14
0.0012	4.656612873077393e-14
0.00125	-3.104408582051595e-14
0.0013	1.862645149230957e-13
0.00135	1.0089327891667685e-13
0.0014	1.5522042910257977e-13
0.00145	6.20881716410319e-14
0.0015	0.0
0.00155	-1.5522042910257976e-14
0.0016	-3.8805107275644943e-14
0.00165	3.8805107275644943e-14
0.0017	3.8805107275644943e-14
0.00175	-3.104408582051595e-14
0.0018	-9.313225746154786e-14
0.00185	-9.313225746154786e-14
0.0019	-1.396983861923218e-13
0.00195	-6.20881716410319e-14
0.002	2.483526865641276e-13
0.00205	9.313225746154786e-14
0.0021	3.104408582051595e-14
0.00215	-1.862645149230957e-13
0.0022	-2.1730860074361165e-13
0.00225	-9.313225746154786e-14
0.0023	1.241763432820638e-13
0.00235	4.656612873077393e-14
0.0024	-9.313225746154786e-14
0.00245	1.9402553637822472e-14
0.0025	1.5522042910257977e-13
0.00255	2.017865578333537e-13
0.0026	1.5522042910257977e-13
0.00265	4.656612873077393e-14
0.0027	4.656612873077393e-14
0.00275	-1.241763432820638e-13
0.0028	-4.656612873077393e-14
0.00285	2.1730860074361165e-13
0.0029	1.5522042910257977e-13
0.00295	3.104408582051595e-14
0.003	-2.3283064365386964e-14
0.00305	3.104408582051595e-14
0.0031	-3.104408582051595e-14
0.00315	-3.104408582051595e-14
0.0032	0.0
0.00325	1.5522042910257976e-14
0.0033	-1.940255363782247e-13
0.00335	1.202958325544993e-13
0.0034	1.940255363782247e-13
0.00345	-3.104408582051595e-14
0.0035	1.241763432820638e-13
0.00355	-1.396983861923218e-13
0.0036	3.104408582051595e-14
0.00365	-7.761021455128988e-15
0.0037	9.313225746154786e-14
0.00375	3.104408582051595e-14
0.0038	-3.104408582051595e-14
0.00385	-4.656612873077393e-14
0.0039	6.20881716410319e-14
0.00395	6.20881716410319e-14
0.004	3.104408582051595e-14
0.00405	-1.5522042910257976e-14
0.0041	0.0
0.00415	6.59686823685964e-14
0.0042	-2.1730860074361165e-13
0.00425	1.5522042910257976e-14
0.0043	9.313225746154786e-14
0.00435	3.8805107275644943e-14
0.0044	-3.104408582051595e-14
0.00445	6.20881716410319e-14
0.0045	-9.701276818911235e-14
0.00455	-1.241763432820638e-13
0.0046	-9.313225746154786e-14
0.00465	0.0
0.0047	2.1730860074361165e-13
0.00475	6.20881716410319e-14
0.0048	-3.104408582051595e-14
0.00485	-9.313225746154786e-14
0.0049	-6.20881716410319e-14
0.00495	7.761021455128989e-14
0.005	1.241763432820638e-13
0.00505	9.313225746154786e-14
0.0051	-4.656612873077393e-14
0.00515	-1.241763432820638e-13
0.0052	-3.104408582051595e-14
0.00525	1.5522042910257976e-14
0.0053	-4.656612873077393e-14
0.00535	7.761021455128988e-15
0.0054	0.0
0.00545	-9.313225746154786e-14
0.0055	1.5522042910257977e-13
0.00555	-6.20881716410319e-14
0.0056	1.5522042910257977e-13
0.00565	1.0089327891667685e-13
0.0057	-3.104408582051595e-14
0.00575	-1.5522042910257977e-13
0.0058	1.5522042910257976e-14
0.00585	6.98491930961609e-14
0.0059	2.2118911147117615e-13
0.00595	6.20881716410319e-14
0.006	2.3283064365386964e-14
0.00605	-6.20881716410319e-14
0.0061	-2.793967723846436e-13
0.00615	-7.761021455128989e-14
0.0062	-1.241763432820638e-13
0.00625	6.20881716410319e-14
0.0063	1.862645149230957e-13
0.00635	-3.104408582051595e-14
0.0064	1.241763432820638e-13
0.00645	6.20881716410319e-14
0.0065	-2.017865578333537e-13
0.00655	-6.20881716410319e-14
0.0066	9.313225746154786e-14
0.00665	3.104408582051595e-14
0.0067	-4.656612873077393e-14
0.00675	4.656612873077393e-14
0.0068	-1.5522042910257977e-13
0.00685	-4.656612873077393e-14
0.0069	1.0865430037180583e-13
0.00695	6.20881716410319e-14
0.007	-6.20881716410319e-14
0.00705	-1.241763432820638e-13
0.0071	-1.862645149230957e-13
0.00715	5.432715018590291e-14
0.0072	1.5522042910257977e-13
0.00725	1.241763432820638e-13
0.0073	1.4745940764745078e-13
0.00735	9.313225746154786e-14
0.0074	6.20881716410319e-14
0.00745	6.20881716410319e-14
